Date,Category,SubCategory,Expense Amount,Account,Payee,Notes,Device
2013-10-11,"Booster Sept Salary","   2586.48","Maybank Savings","",""
2013-10-16,"Blackberry","      4.48","Paypal","",""
2013-10-25,"Oct Salary","   7205.25","CIMB Saving","",""
2013-10-25,"Playbook","      4.34","Paypal","",""
2013-10-25,"Playbook","      8.43","Paypal","",""
2013-10-31,"Interest","      0.24","CIMB Saving","",""
2013-11-06,"Fd Withdraw","     88.61","CIMB Saving","",""
2013-11-06,"Fd Withdraw","    164.78","CIMB Saving","",""
2013-11-07,"Fd Withdraw","    243.39","CIMB Saving","",""
2013-11-07,"Booster Oct Salary","   5254.71","Maybank Savings","",""
2013-11-19,"Blackberry","      8.90","Paypal","",""
2013-11-26,"Playbook","     28.75","Paypal","",""
2013-11-26,"Playbook","      4.45","Paypal","",""
2013-11-27,"Nov Salary","   7205.25","CIMB Saving","",""
2013-11-30,"Interest","      0.18","CIMB Saving","",""
2013-12-09,"Booster Nov Salary","   5317.48","Maybank Savings","",""
2013-12-17,"Hackday","    300.00","Maybank Savings","",""
2013-12-19,"Dec Salary","   7855.60","CIMB Saving","",""
2013-12-24,"Blackberry","      8.62","Paypal","",""
2013-12-31,"Interest","      0.11","CIMB Saving","",""
2013-12-31,"Interest","      3.36","Maybank Savings","",""
2014-01-08,"Booster Dec Salary","   5429.64","Maybank Savings","",""
2014-01-25,"Blackberry","     11.80","Paypal","",""
2014-01-25,"Angpao","    305.10","Coin","",""
2014-02-12,"Booster Jan Salary","  11090.40","Maybank Savings","",""
2014-03-17,"Booster Feb Salary","  10941.94","Maybank Savings","",""
2014-03-17,"Icar Payment","   2040.00","CIMB Saving","",""
2014-03-25,"Blackberry","     15.49","Paypal","",""
2014-03-31,"PCB","   3381.20","CIMB Saving","",""
2014-03-31,"Interest","      0.11","CIMB Saving","",""
2014-04-03,"Icar Payment","   2100.00","Maybank Savings","",""
2014-04-11,"Booster March Salary","  10822.42","Maybank Savings","",""
2014-04-25,"Blackberry","      4.51","Paypal","",""
2014-04-25,"Blackberry","     14.18","Paypal","",""
2014-04-30,"Interest","      0.31","CIMB Saving","",""
2014-05-14,"Booster April Salary","  10805.52","Maybank Savings","",""
2014-05-22,"Myezlife","    300.00","CIMB Saving","",""
2014-05-31,"Interest","      0.06","CIMB Saving","",""
2014-06-06,"Booster May Salary","  10772.40","Maybank Savings","",""
2014-06-30,"Interest","      7.17","Maybank Savings","",""
2014-07-04,"Booster June Salary","  21578.70","Maybank Savings","",""
2014-08-12,"Booster July Salary","  20279.93","Maybank Savings","",""
2014-09-05,"Paradises Project","   9999.00","Maybank Savings","",""
2014-09-05,"2014 Angpow","    614.00","Coin","",""
2014-09-09,"Booster August Salary","  17219.16","Maybank Savings","",""
2014-09-18,"FD Interest","    102.77","Maybank Savings","",""
2014-09-23,"FD Interest","    127.67","Maybank Savings","",""
2014-10-03,"Booster September Salary","  13007.14","Maybank Savings","",""
2014-10-03,"Paradises Subsource","  -4000.00","Maybank Savings","",""
2014-10-06,"FD Interest","     78.33","Maybank Savings","",""
2014-10-06,"FD Interest","     39.16","Maybank Savings","",""
2014-10-14,"Booster Claim","    718.89","Maybank Savings","",""
2014-10-31,"Interest","      0.09","CIMB Saving","",""
2014-11-07,"Booster October Salary","  14738.96","Maybank Savings","",""
2014-11-24,"Booster Oct Claim","    125.00","Maybank Savings","",""
2014-11-30,"Interest","      0.16","CIMB Saving","",""
2014-12-08,"Booster November Salary","  13809.00","Maybank Savings","",""
2014-12-12,"Booster Nov Claim","    328.75","Maybank Savings","",""
2014-12-31,"Interest","      6.32","Maybank Savings","",""
2014-12-31,"Interest","      0.11","CIMB Saving","",""
2015-01-08,"Booster December Salary","  21115.00","Maybank Savings","",""
2015-01-14,"Booster December Claim","    197.10","Maybank Savings","",""
2015-01-16,"Blackberry","     80.96","Paypal","",""
2015-01-31,"Interest","      0.14","CIMB Saving","",""
2015-02-10,"Booster January Salary","  14063.00","Maybank Savings","",""

Category,SubCategory,Budget Amount,Expense Amount,Balance
Home/Rent,Association fee,    600.00,   2170.00,  -1570.00
Home/Rent,House Loan,   5400.00,  15248.00,  -9848.00
Utilities,Electricity,   4320.00,   6067.20,  -1747.20
Utilities,Telephone,     40.00,    371.45,   -331.45
Utilities,CellPhone,   1400.00,   2223.77,   -823.77
Utilities,Internet,   2500.00,   2264.87,    235.13
Utilities,Water,    174.00,    163.50,     10.50
Utilities,TNG,   1100.00,   2290.00,  -1190.00
Food/Groceries,Groceries,    620.00,    581.00,     39.00
Food/Groceries,Restaurant/Fast food,  14300.00,  21299.58,  -6999.58
Food/Groceries,Alcohol,   4400.00,  26976.71, -22576.71
Departmental,Clothing,    600.00,   3450.16,  -2850.16
Departmental,Personal items,   1700.00,   4366.51,  -2666.51
Departmental,Books/Magazines,    180.00,    224.89,    -44.89
Entertainment,Movies,    470.00,    932.02,   -462.02
Entertainment,Music,    140.00,    570.60,   -430.60
Entertainment,CC,     50.00,    555.44,   -505.44
Entertainment,Mahjong,      0.00,   4942.95,  -4942.95
Entertainment,Sport,    660.00,   7318.20,  -6658.20
Car/Auto,Gasoline,   4200.00,   6058.26,  -1858.26
Car/Auto,Auto Loan,  35784.00,  54971.66, -19187.66
Car/Auto,Maintenance,   2260.00,   8866.35,  -6606.35
Car/Auto,Parking / Toll,   1332.00,   1646.51,   -314.51
Insurance/Medical,Insurance - Mortgage,      0.00,   5177.71,  -5177.71
Insurance/Medical,Insurance - Auto,      0.00,   3208.93,  -3208.93
Insurance/Medical,Insurance - Medical,   2400.00,   4800.00,  -2400.00
Insurance/Medical,Insurance - Great Eastern,      0.00,   3600.00,  -3600.00
Insurance/Medical,Medical Card,   2125.63,   4540.10,  -2414.47
Insurance/Medical,GYM,   1621.00,   4972.94,  -3351.94
Insurance/Medical,Facial / Health Care,   2700.00,   4863.60,  -2163.60
Misc/One-time,Air tickets,    200.00,   6045.14,  -5845.14
Misc/One-time,Hotel/Lodging,    300.00,   3976.75,  -3676.75
Misc/One-time,Gifts/Charity,   2590.00,  14580.92, -11990.92
Misc/One-time,Fee Charge,    197.00,   2382.72,  -2185.72
Misc/One-time,Travel,   2300.00,   7220.46,  -4920.46
Business,Meal Claim,   2200.00,   7590.13,  -5390.13
Business,Parking Claim,    720.00,   1597.80,   -877.80
Business,Travel Claim,      0.00,   9215.57,  -9215.57
Business,Office Claim,      0.00,   1028.26,  -1028.26
Business,Mint Wardrobe,      0.00,   1861.46,  -1861.46
Business,Fee,      0.00,     40.40,    -40.40

Date,From,To,Amount,Notes,Device
2012-07-14,"Cash","Coin","      4.55","",""
2012-07-18,"Cash","Coin","      0.60","",""
2012-07-19,"Cash","Coin","      0.50","",""
2012-07-19,"Cash","Coin","      0.60","",""
2012-07-20,"Cash","Coin","      0.50","",""
2012-07-27,"Cash","Coin","      0.95","",""
2012-08-01,"CIMB Saving","CIMB Platinum","   3995.16","",""
2012-08-03,"Cash","Coin","      0.60","",""
2012-08-06,"CIMB Saving","Maybank Savings","   1500.00","",""
2012-08-17,"Coin","Cash","      3.00","",""
2012-08-24,"Maybank Savings","Cash","    500.00","",""
2012-08-29,"Maybank Savings","Cash","    200.00","Cash Withdrawal",""
2012-09-02,"CIMB Saving","CIMB Platinum","   2492.50","201209cc",""
2012-09-03,"CIMB Saving","Cash","    100.00","Cash withdrawal",""
2012-09-04,"Cash","Coin","      0.60","",""
2012-09-09,"Maybank Savings","Cash","    200.00","Cash withdrawal",""
2012-09-15,"Maybank Savings","Cash","    100.00","Cash withdrawal",""
2012-09-18,"Maybank Savings","Cash","    100.00","Cash withdrawal",""
2012-09-21,"Maybank Savings","Cash","    200.00","Cash withdrawal",""
2012-09-30,"Cash","Coin","      0.30","",""
2012-10-01,"CIMB Saving","CIMB Platinum","   2822.64","201210",""
2012-10-05,"Maybank Savings","Cash","    300.00","Cash withdrawal",""
2012-10-08,"Maybank Savings","Cash","    600.00","Cash withdrawal ",""
2012-10-11,"CIMB Saving","Cash","    200.00","Cash withdrawal",""
2012-10-17,"Cash","Maybank Savings","    600.00","Cash deposit",""
2012-10-18,"Cash","Maybank Savings","    150.00","Cash deposit",""
2012-10-25,"Coin","Cash","      0.20","",""
2012-10-26,"Maybank Savings","Cash","    400.00","",""
2012-10-30,"Maybank Savings","Cash","     70.00","Cash withdrawal",""
2012-11-01,"CIMB Saving","Cash","    500.00","Cash withdrawal",""
2012-11-01,"CIMB Saving","CIMB Platinum","   3771.02","201211cc",""
2012-11-01,"Cash","Maybank Savings","    250.00","Cash deposit",""
2012-11-02,"Cashback","Maybankard Amex","     50.00","",""
2012-11-02,"Cash","_Citiibank Platinum","     50.00","Cash deposit",""
2012-11-04,"CIMB Saving","Cash","    500.00","Cash withdrawal ",""
2012-11-08,"CIMB Saving","Cash","    100.00","Cash withdrawal",""
2012-11-11,"Maybank Savings","Cash","   1000.00","Cash withdrawal",""
2012-11-12,"Maybank Savings","Cash","    550.00","Cash withdrawal",""
2012-11-23,"Cashback","SCB visa","    300.00","Cashback standard chartered",""
2012-11-25,"Cash","Coin","      0.80","",""
2012-11-26,"Coin","Cash","      3.00","",""
2012-11-26,"CIMB Saving","Cash","     30.00","Cash withdrawal",""
2012-11-29,"CIMB Saving","Cash","    250.00","Cash withdrawal",""
2012-12-01,"CIMB Saving","CIMB Platinum","    488.42","201212cc",""
2012-12-01,"Maybank Savings","Cash","   3000.00","Cash withdrawal ",""
2012-12-01,"Cash","_Citiibank Platinum","   3100.00","Cash deposit",""
2012-12-01,"Maybank Savings","Maybankard Amex","   2211.61","",""
2012-12-02,"Cashback","Maybankard Amex","      4.00","2012-11-30",""
2012-12-03,"Coin","Cash","      1.40","",""
2012-12-03,"Maybank Savings","Cash","    100.00","Cash withdrawal",""
2012-12-07,"Cashback","SCB visa","      0.87","07/12/2012 cashback",""
2012-12-10,"Cashback","SCB visa","      0.23","20121210 cash back",""
2012-12-11,"Cashback","CIMB Platinum","    300.00","20121210 cashback",""
2012-12-12,"Cashback","SCB visa","      0.10","12.12.12 cashback ",""
2012-12-12,"Cashback","SCB visa","      0.61","12.12.12 cb",""
2012-12-13,"Cashback","SCB visa","    100.00","13.12.12 cb",""
2012-12-13,"Cashback","SCB visa","     55.00","Platinum master cb",""
2012-12-14,"Cashback","SCB visa","      0.94","14.12.12 cb",""
2012-12-14,"Cashback","SCB visa","      0.96","14.12.12 cb",""
2012-12-17,"Cashback","SCB visa","      0.28","17.12.12 cb",""
2012-12-17,"Cashback","SCB visa","      0.45","17.12.12 cb",""
2012-12-18,"CIMB Saving","Cash","    100.00","Cash withdrawal",""
2012-12-21,"CIMB Saving","Cash","    200.00","Cash withdrawal",""
2012-12-21,"Cashback","SCB visa","      1.93","21.12.12 cb",""
2012-12-24,"Cashback","SCB visa","      0.29","",""
2012-12-24,"Cashback","SCB visa","      0.31","",""
2012-12-24,"Cashback","SCB visa","      0.33","",""
2012-12-24,"Cashback","SCB visa","      0.36","",""
2012-12-24,"Cashback","SCB visa","      1.17","",""
2012-12-25,"Cashback","SCB visa","      0.51","",""
2012-12-27,"Maybank Savings","Cash","   1000.00","Cash withdrawal",""
2012-12-27,"Cash","SCB visa","    550.00","Cash deposit",""
2012-12-27,"Cash","_Citiibank Platinum","    250.00","Cash deposit",""
2012-12-27,"Maybank Savings","Maybankard Amex","   2234.75","",""
2012-12-27,"Cashback","SCB visa","      0.31","",""
2012-12-28,"Cashback","SCB visa","      0.21","",""
2012-12-28,"Cashback","SCB visa","      1.44","",""
2012-12-28,"Cashback","_Citiibank Platinum","    250.00","",""
2012-12-29,"Maybank Savings","Cash","    200.00","",""
2012-12-29,"Cashback","SCB visa","      0.30","",""
2012-12-30,"CIMB Saving","CIMB Platinum","    214.42","",""
2012-12-31,"Cashback","SCB visa","      0.16","",""
2012-12-31,"Cashback","SCB visa","      0.30","",""
2012-12-31,"Cashback","SCB visa","      0.66","",""
2012-12-31,"Cashback","Maybankard Amex","      9.90","",""
2013-01-01,"Cash","Maybank Savings","   1200.00","",""
2013-01-01,"Cashback","SCB visa","      0.28","",""
2013-01-01,"Cashback","SCB visa","      1.04","",""
2013-01-02,"Cashback","SCB visa","      1.43","",""
2013-01-03,"Cashback","SCB visa","      0.25","",""
2013-01-15,"Cashback","SCB visa","    245.00","",""
2013-01-21,"CIMB Saving","SCB visa","   2536.04","Online pay cc",""
2013-01-22,"CIMB Saving","_Citiibank Platinum","   3102.88","201301 citi cc",""
2013-01-25,"Maybank Savings","Maybankard Amex","   1816.41","20130125 cc",""
2013-01-26,"Maybank Savings","Cash","    300.00","Cash withdrawal ",""
2013-01-26,"Maybank Savings","Cash","    500.00","Cash withdrawal",""
2013-01-27,"Cash","CIMB Saving","   1500.00","Cash deposit ",""
2013-01-29,"CIMB Saving","CIMB Platinum","    532.47","201301 CIMB cc",""
2013-01-31,"Cashback","Maybankard Amex","     50.00","",""
2013-02-08,"Cash","CIMB Saving","    500.00","Cash deposit",""
2013-02-10,"CIMB Saving","Cash","    200.00","",""
2013-02-11,"Maybank Savings","Cash","    400.00","",""
2013-02-13,"Maybank Savings","Cash","   1000.00","",""
2013-02-13,"CIMB Saving","Cash","    800.00","",""
2013-02-13,"Maybank Savings","Cash","   1500.00","",""
2013-02-14,"Cashback","_UOB One Platinum","      2.55","",""
2013-02-15,"Maybank Savings","Cash","   1000.00","",""
2013-02-15,"Cash","CIMB Saving","    900.00","",""
2013-02-19,"Cash","CIMB Saving","    490.00","",""
2013-02-21,"CIMB Saving","_Citiibank Platinum","   2476.41","",""
2013-02-21,"CIMB Saving","_UOB One Platinum","    898.85","",""
2013-02-21,"CIMB Saving","SCB visa","    242.94","",""
2013-02-24,"Cash","Coin","      2.80","",""
2013-02-25,"Maybank Savings","Maybankard Amex","    300.45","",""
2013-02-26,"Cash","Coin","      0.95","",""
2013-02-27,"Cashback","SCB visa","      8.28","",""
2013-02-27,"Cashback","SCB visa","      8.37","",""
2013-02-28,"Maybank Savings","Cash","    200.00","",""
2013-02-28,"Cashback","Maybankard Amex","      4.02","",""
2013-03-01,"CIMB Saving","CIMB Platinum","    305.30","",""
2013-03-01,"Maybank Savings","Cash","    200.00","",""
2013-03-02,"Cash","Coin","      0.80","",""
